state,district,population,households,literacy_rate_pct,sc_population,st_population,sub_centres,phcs,chcs,sub_divisional_hospitals,district_hospitals,institutional_delivery_pct_hmis,csection_rate_pct,institutional_births_pct,skilled_birth_attendance_pct,child_immunization_pct,sanitation_pct,drinking_water_pct,electricity_pct,health_insurance_pct,women_anaemia_pct,sub_centres_per_lakh,phcs_per_lakh,chcs_per_lakh,district_hospitals_per_lakh,sc_population_pct,st_population_pct,sub_centres_per_lakh_scaled,phcs_per_lakh_scaled,chcs_per_lakh_scaled,district_hospitals_per_lakh_scaled,institutional_delivery_pct_hmis_scaled,csection_rate_pct_scaled,institutional_births_pct_scaled,skilled_birth_attendance_pct_scaled,child_immunization_pct_scaled,sanitation_pct_scaled,drinking_water_pct_scaled,electricity_pct_scaled,health_insurance_pct_scaled,literacy_rate_pct_scaled,women_anaemia_pct_scaled,healthcare_access_score,coverage_tier
Andhra Pradesh,Spsr Nellore,2963557.0,776854.0,61.82398381404508,666588.0,285997.0,477.0,89.0,14.0,2.0,1.0,99.9,30.6,97.0,100.0,65.3,81.8,95.6,99.1,72.3,59.4,16.09552304882275,3.003147906384119,0.4724052886446928,0.0337432349031923,22.49283546764918,9.650463952608302,0.14112196930917814,0.0592446003231927,0.02499850686185553,0.004805036650214584,0.9986130374479889,0.4085447263017356,0.9618320610687023,1.0000000000000002,0.653,0.743988684582744,0.9251700680272108,0.971518987341772,0.7360248447204968,0.5511771119296753,0.4338422391857506,0.5742587915833678,Well Covered
Andhra Pradesh,Srikakulam,2703114.0,681330.0,55.32067829917643,255664.0,166118.0,465.0,89.0,15.0,2.0,1.0,100.0,58.1,97.9,96.4,82.8,71.6,87.7,99.9,75.6,62.6,17.202382141485707,3.292498947510168,0.5549155529511519,0.0369943701967434,9.45812866198022,6.14543078834263,0.1508266638649597,0.06495277298700683,0.029364743773292585,0.0052679983160162595,1.0,0.7757009345794392,0.9732824427480917,0.9479015918958034,0.828,0.5997171145685997,0.7908163265306123,0.9968354430379751,0.7701863354037266,0.44272466626551193,0.39312977099236635,0.5845804536642268,Well Covered
Andhra Pradesh,Visakhapatanam,4290589.0,1097042.0,59.8577258273864,329486.0,618500.0,583.0,114.0,12.0,3.0,1.0,97.6,29.4,95.3,94.4,76.5,77.8,91.8,99.6,64.9,58.0,13.587878027935092,2.6569778648106355,0.2796818805063827,0.0233068233755318,7.679272006710501,14.415270257766474,0.11913549502048425,0.05241553082805181,0.01480006591169651,0.0033188916486757286,0.9667128987517337,0.39252336448598124,0.940203562340967,0.9189580318379162,0.765,0.6874115983026873,0.8605442176870748,0.9873417721518987,0.6594202898550725,0.5183867890742782,0.4516539440203562,0.5558550967944582,Adequate
Andhra Pradesh,Vizianagaram,2344474.0,587149.0,52.82157106455435,247728.0,235556.0,431.0,76.0,11.0,1.0,1.0,99.9,29.1,99.0,97.6,76.8,61.7,93.1,99.5,76.7,64.0,18.38365449990062,3.2416652946460487,0.4691883979092964,0.0426534907190269,10.56646394884311,10.047285659811113,0.1611837973985731,0.06394995210012992,0.024828277046365196,0.006073857078389431,0.9986130374479889,0.3885180240320427,0.9872773536895674,0.9652677279305355,0.768,0.4596888260254597,0.8826530612244898,0.9841772151898733,0.7815734989648033,0.4010482770889467,0.37531806615776075,0.5498780647583283,Adequate
Andhra Pradesh,West Godavari,3995742.0,1108916.0,67.07988153389283,823545.0,134211.0,635.0,113.0,14.0,3.0,1.0,100.0,57.7,98.7,98.5,80.0,80.8,99.1,99.3,67.6,63.0,15.891916945588578,2.8280104170889917,0.3503729720287246,0.0250266408591946,20.610564946385427,3.358850496353368,0.13933679624182166,0.05578957550312308,0.018540861747330037,0.003563793658349311,1.0,0.7703604806408544,0.9834605597964376,0.9782923299565849,0.8,0.7298444130127298,0.9846938775510203,0.9778481012658227,0.6873706004140786,0.6388271478344856,0.38804071246819327,0.6103979500060553,Well Covered
Andhra Pradesh,Y.S.R.,2882469.0,706204.0,59.55887123157265,465794.0,75886.0,448.0,91.0,12.0,1.0,1.0,99.9,39.4,99.4,100.0,83.0,85.4,99.9,99.8,73.3,56.1,15.54223133015481,3.1570157389376954,0.4163097677720038,0.0346924806476669,16.159549330799393,2.6326735864288566,0.1362708304736129,0.062280027989893384,0.022030072136075014,0.004940209244227766,0.9986130374479889,0.5260347129506008,0.9923664122137406,1.0000000000000002,0.8300000000000001,0.7949080622347949,0.9982993197278913,0.9936708860759493,0.7463768115942029,0.5134029371331579,0.4758269720101781,0.6063346860821544,Well Covered
Arunachal Pradesh,Anjaw,21167.0,4612.0,47.19610714791893,0.0,16451.0,8.0,6.0,4.0,0.0,1.0,81.4,0.0,78.0,79.0,93.0,86.8,86.6,96.4,17.5,35.9,37.794680398733874,28.346010299050405,18.897340199366937,4.724335049841734,0.0,77.72003590494639,0.3313753589182323,0.5591959181745169,1.0,0.6727453110974629,0.7420249653259363,0.0,0.7201017811704835,0.6960926193921855,0.93,0.8147100424328148,0.7721088435374148,0.8860759493670889,0.16873706004140787,0.3072351664547101,0.732824427480916,0.6222151628928779,Well Covered
Arunachal Pradesh,Changlang,159386.0,31766.0,50.212063794812586,0.0,60185.0,24.0,7.0,5.0,0.0,1.0,78.0,0.0,75.1,81.3,70.9,82.3,81.8,95.2,40.5,57.2,15.057784247048048,4.391853738722347,3.1370383848016767,0.6274076769603353,0.0,37.76053103785778,0.13202330610384017,0.08664029463064508,0.16600422872774276,0.08934285319915174,0.6948682385575589,0.0,0.6832061068702291,0.7293777134587556,0.7090000000000001,0.751060820367751,0.6904761904761905,0.8481012658227849,0.40683229813664595,0.35753080051724623,0.4618320610687022,0.4537530785291496,Critical
Arunachal Pradesh,Dibang Valley,14240.0,3450.0,65.75842696629213,0.0,8249.0,5.0,1.0,0.0,0.0,1.0,84.2,0.0,85.5,88.1,90.7,95.0,100.0,79.2,28.7,62.9,35.1123595505618,7.02247191011236,0.0,7.02247191011236,0.0,57.92837078651686,0.3078573657927591,0.13853581460674158,0.0,1.0,0.780859916782247,0.0,0.8155216284987277,0.8277858176555717,0.907,0.9306930693069307,1.0,0.3417721518987342,0.2846790890269151,0.6167898962610032,0.3893129770992366,0.5560538484619245,Adequate
Arunachal Pradesh,East Kameng,66592.0,12350.0,48.385691975012016,0.0,61984.0,16.0,8.0,1.0,0.0,1.0,92.6,0.0,76.0,80.3,60.8,75.6,93.6,86.3,25.1,26.2,24.02691013935608,12.01345506967804,1.501681883709755,1.501681883709755,0.0,93.08024987986543,0.21066260878850984,0.2369954348870735,0.07946525108121097,0.2138395002402691,0.897364771151179,0.0,0.6946564885496185,0.714905933429812,0.608,0.6562942008486562,0.8911564625850339,0.5664556962025316,0.24741200828157353,0.3270732908559488,0.8562340966921119,0.48003438290623524,Underserved
Arunachal Pradesh,East Siang,68498.0,13173.0,64.6500627755555,0.0,49164.0,17.0,9.0,2.0,0.0,1.0,97.0,21.7,90.8,89.2,48.8,83.9,97.3,97.3,30.5,35.2,24.81824286840492,13.139069753861428,2.9197932786358725,1.4598966393179362,0.0,71.77435837542701,0.2176008383050925,0.2592009985693013,0.1545081608222138,0.2078892814388741,0.9583911234396671,0.2897196261682243,0.8829516539440203,0.8437047756874096,0.488,0.7736916548797738,0.9540816326530612,0.9145569620253164,0.3033126293995859,0.5983062486917567,0.7417302798982188,0.5725097243948344,Adequate
Arunachal Pradesh,Kamle,22102.0,3697.0,51.56094471088589,0.0,21215.0,21.0,4.0,2.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.8,35.55,95.01402588001083,18.09790969143064,9.04895484571532,0.0,0.0,95.98678852592526,0.8330618646879617,0.3570265134376979,0.4788480680481405,0.0,0.788488210818308,0.0,0.7398218829516539,0.7395079594790162,0.664,0.7722772277227724,0.9506802721088434,0.9193037974683547,0.2753623188405797,0.3800254278914949,0.7372773536895675,0.575712059809626,Well Covered
Arunachal Pradesh,Kra Daadi,64888.0,11580.0,51.197447910245344,0.0,50223.0,7.0,6.0,0.0,0.0,1.0,50.8,0.0,73.5,81.0,63.6,89.3,99.8,99.7,24.0,22.6,10.787819011219332,9.24670200961657,0.0,1.5411170016027615,0.0,77.3995191714955,0.0945851997972575,0.18241431389471086,0.0,0.21945506102823326,0.31761442441054094,0.0,0.662849872773537,0.7250361794500726,0.636,0.8500707213578501,0.9965986394557822,0.990506329113924,0.2360248447204969,0.37396356951340787,0.9020356234096693,0.47914365192836544,Underserved
Arunachal Pradesh,Kurung Kumey,59618.0,10884.0,43.93807239424335,0.0,47596.0,13.0,4.0,2.0,0.0,1.0,77.3,0.0,69.2,69.7,71.4,78.3,99.8,99.2,13.4,34.8,21.805494984736157,6.709383072226508,3.354691536113254,1.677345768056627,0.0,79.83494917642324,0.19118573436061448,0.13235935455734843,0.17752188936227314,0.23885403737126368,0.6851595006934812,0.0,0.608142493638677,0.5615050651230102,0.7140000000000001,0.6944837340876945,0.9965986394557822,0.9746835443037978,0.12629399585921325,0.2529025141923947,0.7468193384223919,0.47336732276186283,Underserved
Arunachal Pradesh,Leparada,29273.0,5523.0,60.21248249239915,0.0,24288.0,4.0,0.0,0.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.8,35.55,13.664468964574864,0.0,0.0,0.0,0.0,82.97065555289858,0.11980702733273363,0.0,0.0,0.0,0.788488210818308,0.0,0.7398218829516539,0.7395079594790162,0.664,0.7722772277227724,0.9506802721088434,0.9193037974683547,0.2753623188405797,0.5243028924848177,0.7372773536895675,0.48205526285977646,Underserved
Arunachal Pradesh,Lohit,31447.0,6649.0,54.58708302858778,0.0,11779.0,12.0,4.0,2.0,0.0,1.0,98.0,12.2,90.2,92.3,74.0,83.7,96.9,98.9,31.9,47.2,38.15944287213407,12.719814290711357,6.3599071453556775,3.1799535726778387,0.0,37.45667313257226,0.3345735152266778,0.2509301364200083,0.3365503863643591,0.4528253887493242,0.9722607489597781,0.16288384512683576,0.8753180661577609,0.8885672937771347,0.74,0.7708628005657708,0.9472789115646261,0.9651898734177218,0.3178053830227743,0.4304908566988073,0.589058524173028,0.6023063820149738,Well Covered
Arunachal Pradesh,Longding,56953.0,9426.0,32.47063368040314,0.0,54388.0,5.0,1.0,2.0,0.0,0.0,51.6,0.0,64.5,65.0,52.7,83.5,62.5,97.4,23.8,34.1,8.779168788299124,1.7558337576598246,3.5116675153196493,0.0,0.0,95.49628641160255,0.07697380100940933,0.03463821045423419,0.18582866574192755,0.0,0.3287101248266297,0.0,0.5483460559796438,0.4934876989869755,0.527,0.7680339462517681,0.3622448979591837,0.9177215189873418,0.2339544513457557,0.06166564685217152,0.7557251908396946,0.35295534728231565,Critical
Arunachal Pradesh,Lower Dibang Valley,49842.0,10755.0,56.661048914570046,0.0,23759.0,13.0,4.0,4.0,0.0,1.0,85.3,0.0,90.1,93.7,73.8,89.9,99.5,84.4,36.8,34.6,26.08242044861763,8.025360138036195,8.025360138036195,2.0063400345090487,0.0,47.668632879900485,0.22868486640004637,0.15832029212310902,0.4246819951045304,0.28570282091408855,0.7961165048543688,0.0,0.8740458015267176,0.9088277858176559,0.738,0.8585572842998587,0.9914965986394557,0.5063291139240507,0.3685300207039337,0.4650773715172432,0.7493638676844784,0.5569156215673025,Adequate
Arunachal Pradesh,Lower Siang,21116.0,3785.0,61.49838984656185,0.0,16843.0,3.0,5.0,1.0,0.0,1.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.8,35.55,14.207236218980867,23.678727031634786,4.735745406326956,4.735745406326956,0.0,79.76415987876491,0.12456589000442005,0.4671220875165752,0.2506038075393067,0.6743701458609584,0.788488210818308,0.0,0.7398218829516539,0.7395079594790162,0.664,0.7722772277227724,0.9506802721088434,0.9193037974683547,0.2753623188405797,0.5457473405639719,0.7372773536895675,0.5766085529709551,Well Covered
Arunachal Pradesh,Lower Subansiri,79140.0,15393.0,70.27672479150871,0.0,61586.0,22.0,5.0,2.0,0.0,1.0,86.0,0.5,89.8,92.6,66.5,82.8,98.1,97.8,24.5,40.5,27.79883750315896,6.317917614354308,2.5271670457417232,1.2635835228708616,0.0,77.8190548395249,0.24373402970825264,0.1246367197371746,0.13373136214303766,0.17993429365681068,0.8058252427184467,0.006675567423230974,0.8702290076335877,0.8929088277858177,0.665,0.758132956152758,0.967687074829932,0.9303797468354431,0.24120082815734992,0.6921393394423923,0.6743002544529262,0.5457676833784774,Adequate
Arunachal Pradesh,Namsai,98280.0,19597.0,56.23626373626374,0.0,35931.0,15.0,4.0,2.0,0.0,1.0,73.3,0.0,63.6,68.8,67.2,75.1,93.5,96.5,30.9,58.6,15.262515262515263,4.07000407000407,2.035002035002035,1.0175010175010175,0.0,36.559829059829056,0.1338183421516755,0.08029100529100529,0.1076872201872202,0.1448921448921449,0.6296809986130374,0.0,0.5368956743002546,0.5484804630969611,0.672,0.6492220650636492,0.8894557823129252,0.8892405063291138,0.3074534161490683,0.4579934368375825,0.44402035623409664,0.43274209409724895,Critical
Arunachal Pradesh,Pakke Kessang,12098.0,2158.0,51.47958340221525,0.0,10416.0,10.0,3.0,2.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.8,35.55,82.65829062654984,24.79748718796495,16.531658125309967,0.0,0.0,86.09687551661432,0.724729523704561,0.48919242850057854,0.8748140188460903,0.0,0.788488210818308,0.0,0.7398218829516539,0.7395079594790162,0.664,0.7722772277227724,0.9506802721088434,0.9193037974683547,0.2753623188405797,0.37866860513611394,0.7372773536895675,0.603608239951096,Well Covered
Arunachal Pradesh,Papum Pare,176573.0,35730.0,68.55408244748631,0.0,117216.0,37.0,16.0,4.0,0.0,1.0,99.4,42.5,88.0,86.5,60.7,75.7,92.9,98.7,26.9,38.4,20.95450606831169,9.06140802954019,2.265352007385048,0.5663380018462619,0.0,66.38387522441144,0.18372445265005286,0.1787589269027541,0.1198767648507983,0.08064653146290769,0.9916782246879334,0.5674232309746328,0.8473282442748091,0.8046309696092622,0.6070000000000001,0.6577086280056578,0.8792517006802723,0.9588607594936711,0.2660455486542443,0.6634116755202937,0.7010178117048346,0.5671575646314749,Adequate
Arunachal Pradesh,Shi Yomi,13310.0,2253.0,40.29301277235162,0.0,12202.0,0.0,2.0,1.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.8,35.55,0.0,15.026296018031555,7.513148009015778,0.0,0.0,91.67543200601052,0.0,0.29643125469571746,0.3975770097670925,0.0,0.788488210818308,0.0,0.7398218829516539,0.7395079594790162,0.664,0.7722772277227724,0.9506802721088434,0.9193037974683547,0.2753623188405797,0.1921156374753114,0.7372773536895675,0.4981895283344811,Underserved
Arunachal Pradesh,Siang,31920.0,5927.0,58.49624060150376,0.0,28922.0,27.0,7.0,3.0,0.0,0.0,59.0,0.0,81.1,82.7,60.3,91.2,96.3,99.6,26.1,23.9,84.58646616541354,21.92982456140351,9.398496240601505,0.0,0.0,90.60776942355888,0.7416353383458648,0.4326206140350877,0.4973449248120302,0.0,0.43134535367545085,0.0,0.7595419847328244,0.7496382054992765,0.603,0.8769448373408769,0.9370748299319729,0.9873417721518987,0.2577639751552795,0.49568196578941043,0.8854961832061069,0.5770286656450719,Well Covered
Arunachal Pradesh,Tawang,49977.0,10062.0,52.169998199171616,0.0,34811.0,12.0,6.0,2.0,0.0,1.0,69.6,17.7,84.2,89.9,67.5,81.7,99.8,99.7,33.5,59.1,24.011045080737137,12.005522540368569,4.001840846789524,2.0009204233947617,0.0,69.65404085879504,0.21052350748010754,0.23683894591512092,0.21176741300998467,0.28493106829141407,0.5783633841886269,0.23631508678237648,0.7989821882951655,0.8538350217076702,0.675,0.7425742574257427,0.9965986394557822,0.990506329113924,0.3343685300207039,0.3901823150612361,0.4376590330788803,0.5318963813217823,Adequate
Arunachal Pradesh,Tirap,38446.0,7478.0,44.77708994433751,0.0,36588.0,9.0,7.0,1.0,0.0,1.0,76.9,0.0,70.2,73.9,66.3,86.7,93.8,98.8,30.8,32.0,23.409457420798,18.20735577173178,2.6010508245331114,2.6010508245331114,0.0,95.16724756801749,0.2052489205639078,0.35918561098683865,0.13764110700723095,0.37038963741351505,0.679611650485437,0.0,0.6208651399491096,0.6222865412445733,0.663,0.8132956152758134,0.8945578231292517,0.962025316455696,0.3064182194616977,0.2668943995582023,0.7824427480916031,0.5122575153081919,Underserved
Arunachal Pradesh,Upper Siang,39604.0,8388.0,54.36824563175436,0.0,31040.0,13.0,2.0,4.0,0.0,1.0,96.7,12.5,76.0,78.8,61.4,91.8,99.8,99.5,34.6,29.2,32.824967175032825,5.0499949500050505,10.0999899000101,2.524997475002525,0.0,78.37592162407837,0.2878020177535378,0.09962377537622463,0.5344662155337845,0.35955964044035954,0.9542302357836339,0.16688918558077434,0.6946564885496185,0.6931982633863967,0.614,0.8854314002828855,0.9965986394557822,0.9841772151898733,0.34575569358178054,0.42684141245309254,0.8180661577608143,0.5907530894085705,Well Covered
Arunachal Pradesh,Upper Subansiri,63220.0,12007.0,50.8494147421702,0.0,61465.0,20.0,5.0,4.0,0.0,1.0,99.6,3.6,77.0,81.3,68.5,80.9,94.7,87.0,21.5,36.7,31.63555836760519,7.908889591901297,6.3271116735210375,1.5817779183802594,0.0,97.22397975324265,0.27737354564308064,0.15602261942423282,0.33481493198354956,0.22524517557734894,0.9944521497919556,0.04806408544726301,0.7073791348600509,0.7293777134587556,0.685,0.7312588401697314,0.9098639455782314,0.5886075949367089,0.21014492753623187,0.36815959057320596,0.7226463104325699,0.5125607043608611,Underserved
Arunachal Pradesh,West Kameng,83947.0,18159.0,57.76501840446948,0.0,46380.0,22.0,5.0,5.0,0.0,1.0,98.0,0.0,93.6,92.0,56.2,88.9,99.8,97.5,38.3,37.4,26.20701156682193,5.956138992459528,5.956138992459528,1.1912277984919055,0.0,55.24914529405458,0.22977725363754653,0.11749973197374533,0.3151839851334771,0.16963083850524735,0.9722607489597781,0.0,0.9185750636132315,0.8842257597684517,0.562,0.8444130127298445,0.9965986394557822,0.9208860759493671,0.3840579710144927,0.4834877308098329,0.7137404580152672,0.5674891513044042,Adequate
Arunachal Pradesh,West Siang,31836.0,5714.0,53.29815303430079,0.0,28991.0,12.0,6.0,2.0,0.0,1.0,97.3,18.8,84.6,87.6,55.4,87.7,99.1,88.2,26.6,30.5,37.69317753486619,18.846588767433094,6.282196255811031,3.1410981279055155,0.0,91.06357582610882,0.33048540436403234,0.37179607990953634,0.33243812036688025,0.4472923734137454,0.9625520110957004,0.25100133511348466,0.8040712468193383,0.8205499276410999,0.554,0.8274398868458274,0.9846938775510203,0.6265822784810129,0.2629399585921325,0.4089960015285065,0.8015267175572519,0.5857576812853046,Well Covered
Assam,Baksa,979228.0,198236.0,60.90746996613659,73955.0,331791.0,157.0,35.0,8.0,0.0,1.0,95.8,2.8,89.9,92.1,70.5,68.9,89.8,98.1,69.0,73.6,16.033038270964475,3.5742442005334816,0.8169701029790815,0.1021212628723851,7.552377995727247,33.88291592969156,0.14057411666242298,0.07051090246602425,0.043232015424395545,0.014542067833027639,0.941747572815534,0.037383177570093455,0.8715012722646311,0.8856729377713459,0.705,0.5615275813295616,0.8265306122448979,0.9398734177215187,0.7018633540372671,0.5358928587043743,0.2531806615776081,0.5019355032281801,Underserved
Assam,Barpeta,1695424.0,338311.0,52.96686846476162,95320.0,27831.0,264.0,48.0,11.0,1.0,1.0,85.7,20.4,87.6,87.6,54.6,63.7,98.1,88.9,58.9,64.8,15.571326110754596,2.831150201955381,0.6488052546147748,0.0589822958740704,5.622192442716394,1.6415362764712542,0.13652592704440503,0.055851515609074774,0.03433315206107735,0.008399078932467625,0.8016643550624134,0.2723631508678237,0.8422391857506362,0.8205499276410999,0.546,0.48797736916548806,0.967687074829932,0.6487341772151898,0.5973084886128364,0.40347133077527525,0.3651399491094147,0.4658829788451424,Critical
Assam,Biswanath,734100.0,148301.0,55.76542705353494,49006.0,106150.0,135.0,26.0,3.0,2.0,0.0,95.8,21.0,84.3,84.6,66.2,76.6,76.2,91.1,68.4,64.4,18.389865140988967,3.5417518049312084,0.4086636697997547,0.0,6.675657267402261,14.45988284974799,0.1612382509194933,0.06986990873178041,0.021625459746628523,0.0,0.941747572815534,0.2803738317757009,0.8002544529262086,0.7771345875542692,0.662,0.6704384724186704,0.5952380952380953,0.7183544303797467,0.6956521739130435,0.4501415237399136,0.3702290076335877,0.4809531845195116,Underserved
Assam,Bongaigaon,660422.0,132166.0,56.39045943351372,73295.0,16751.0,108.0,29.0,4.0,0.0,1.0,95.1,34.1,84.5,89.1,67.9,72.5,95.3,97.0,57.6,70.6,16.353180239301537,4.3911317309235605,0.6056733421963532,0.1514183355490883,11.098206904070429,2.536408538782778,0.14338105029814271,0.08662605122179454,0.03205071908567552,0.021561970982190173,0.9320388349514563,0.45527369826435243,0.8027989821882953,0.8422575976845152,0.679,0.6124469589816125,0.9200680272108843,0.9050632911392404,0.5838509316770186,0.460564883072027,0.2913486005089059,0.5178887731510741,Underserved
