Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2020",19,4,1,,,0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2020",33,8,1,,,0,1
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2020",15,3,0,,,0,1
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2020",9,4,0,,,1,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2020",37,10,3,,,0,1
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2020",18,6,0,,,0,1
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2020",31,8,1,,,0,1
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2020",36,6,2,,,0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2020",72,44,7,,,0,2
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2020",34,10,3,,,0,1
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2020",21,7,1,,,0,1
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2020",27,9,1,,,0,1
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2020",20,4,2,,,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2020",67,15,5,,,0,2
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2020",46,15,3,,,0,1
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2020",47,16,2,,,0,2
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2020",73,11,3,,,1,2
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2020",32,5,0,,,0,1
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2020",16,5,0,,,0,1
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2020",19,4,1,,,0,1
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2020",26,5,1,,,0,1
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2020",35,6,1,,,0,1
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2020",57,8,0,,,1,1
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2020",40,10,1,,,0,1
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2020",28,5,1,,,0,1
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2020",24,4,0,,,0,1
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2020",27,5,1,,,0,1
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2020",53,12,2,,,0,1
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2020",22,4,1,,,0,1
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2020",41,16,3,,,0,1
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2020",10,3,0,,,0,1
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2020",55,17,3,,,0,1
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2020",55,15,2,,,0,1
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2020",18,8,1,,,0,1
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2020",48,23,3,,,0,1
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2020",56,14,2,,,0,1
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2020",40,13,2,,,0,1
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2020",47,13,2,,,0,1
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2020",166,31,9,,,3,1
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2020",226,48,15,,,2,1
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2020",275,73,17,,,1,1
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2020",204,49,15,,,1,1
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2020",178,54,7,,,0,1
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2020",67,12,5,,,0,1
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2020",332,73,22,,,2,0
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2020",42,8,4,,,0,1
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2020",167,38,10,,,2,1
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2020",136,22,8,,,0,1
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2020",460,101,28,,,4,0
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2020",189,35,11,,,0,1
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2020",260,62,12,,,0,1
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2020",66,20,6,,,0,1
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2020",242,46,18,,,1,1
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2020",172,40,14,,,1,1
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2020",351,67,17,,,2,1
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2020",202,75,16,,,0,1
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2020",307,51,16,,,0,0
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2020",158,27,6,,,2,1
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2020",589,88,28,,,3,1
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2020",289,41,10,,,1,1
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2020",166,38,12,,,1,1
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2020",95,17,5,,,1,1
India,Odisha,Puri,"Financial Year (Apr - Mar), 2020",241,52,17,,,0,1
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2020",235,39,11,,,1,1
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2020",167,36,11,,,2,0
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2020",89,20,5,,,1,1
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2020",390,69,21,,,1,2
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2020",17,11,1,,,1,1
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2020",4,1,1,,,0,1
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2020",56,27,2,,,2,2
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2020",4,0,0,,,0,1
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2020",179,44,8,,,2,1
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2020",71,12,4,,,1,1
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2020",136,24,9,,,3,1
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2020",62,11,3,,,1,1
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2020",73,15,5,,,1,1
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2020",109,22,6,,,1,1
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2020",122,19,4,,,1,1
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2020",222,33,13,,,1,1
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2020",244,33,12,,,3,1
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2020",198,37,14,,,2,1
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2020",88,14,5,,,3,1
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2020",265,47,16,,,4,1
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2020",103,15,4,,,2,1
India,Punjab,Moga,"Financial Year (Apr - Mar), 2020",122,23,6,,,0,1
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2020",69,11,4,,,0,1
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2020",185,40,10,,,3,1
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2020",85,14,4,,,2,1
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2020",76,19,5,,,2,1
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2020",192,33,8,,,4,1
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2020",95,18,4,,,1,1
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2020",102,20,5,,,3,1
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2020",153,18,11,,,2,1
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2020",370,84,25,,,2,2
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2020",699,130,40,,,1,1
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2020",455,58,22,,,0,1
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2020",263,52,14,,,0,1
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2020",729,105,26,,,1,1
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2020",396,73,22,,,1,1
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2020",524,82,27,,,1,0
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2020",421,70,18,,,0,0
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2020",206,32,14,,,0,1
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2020",383,52,24,,,1,1
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2020",436,99,16,,,2,1
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2020",233,34,7,,,1,1
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2020",347,60,16,,,1,1
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2020",419,64,18,,,0,1
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2020",360,60,16,,,0,1
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2020",621,181,37,,,1,1
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2020",156,25,10,,,0,1
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2020",409,69,12,,,0,1
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2020",323,44,14,,,1,0
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2020",598,115,27,,,1,1
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2020",651,105,27,,,1,0
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2020",281,39,14,,,1,1
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2020",188,62,13,,,0,0
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2020",803,132,35,,,3,1
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2020",475,87,25,,,1,1
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2020",204,32,8,,,0,1
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2020",262,46,14,,,1,1
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2020",269,42,14,,,1,1
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2020",647,113,32,,,2,1
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2020",223,30,10,,,0,1
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2020",294,61,12,,,0,1
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2020",623,108,31,,,1,0
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2020",54,8,1,,,1,1
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2020",41,7,0,,,0,1
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2020",19,5,0,,,0,1
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2020",39,6,1,,,0,1
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2020",117,33,6,,,3,0
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2020",221,41,8,,,7,0
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2020",0,144,15,,,4,0
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2020",328,77,12,,,12,1
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2020",319,58,13,,,9,1
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2020",218,43,8,,,3,1
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2020",311,59,14,,,12,0
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2020",311,62,14,,,7,1
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2020",212,36,9,,,4,0
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2020",143,23,5,,,3,1
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2020",267,38,9,,,8,1
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2020",168,29,8,,,6,1
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2020",239,51,10,,,6,0
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2020",314,75,13,,,7,1
India,Tamil Nadu,Mayiladuthurai,"Financial Year (Apr - Mar), 2020",147,26,5,,,6,0
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2020",111,21,6,,,5,0
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2020",240,48,15,,,8,0
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2020",90,25,4,,,3,1
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2020",242,63,13,,,12,1
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2020",244,48,11,,,9,0
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2020",163,29,7,,,4,1
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2020",398,87,20,,,11,1
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2020",177,42,10,,,8,1
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2020",309,63,14,,,13,1
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2020",194,33,4,,,5,0
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2020",162,33,8,,,5,1
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2020",303,54,14,,,11,0
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2020",195,40,10,,,7,1
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2020",307,70,14,,,9,1
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2020",202,43,9,,,8,0
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2020",134,31,6,,,4,0
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2020",242,54,13,,,9,0
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2020",410,81,18,,,9,1
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2020",253,48,12,,,8,1
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2020",157,39,7,,,4,0
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2020",345,52,13,,,7,0
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2020",245,47,11,,,10,0
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2020",126,27,2,,,0,0
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2020",267,33,4,,,3,0
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2020",81,28,1,,,0,0
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2020",152,85,9,,,3,1
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2020",151,23,2,,,1,0
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2020",112,17,,,,1,0
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2020",90,16,2,,,0,0
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2020",91,13,1,,,1,0
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2020",170,22,6,,,2,0
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2020",139,27,2,,,1,1
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2020",226,30,3,,,0,1
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2020",108,22,2,,,0,0
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2020",173,21,2,,,1,0
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2020",129,20,2,,,0,0
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2020",121,21,3,,,1,0
India,Telangana,Medak,"Financial Year (Apr - Mar), 2020",156,19,3,,,2,0
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2020",167,27,2,,,0,0
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2020",89,12,3,,,1,0
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2020",178,27,4,,,1,0
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2020",257,39,2,,,3,0
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2020",88,13,2,,,1,0
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2020",102,20,2,,,2,0
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2020",225,37,9,,,1,0
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2020",104,24,2,,,1,0
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2020",89,17,,,,1,0
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2020",269,48,7,,,2,0
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2020",248,36,2,,,4,1
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2020",193,34,3,,,1,0
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2020",171,27,2,,,1,0
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2020",154,25,4,,,0,1
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2020",102,15,2,,,1,0
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2020",143,17,2,,,0,0
India,The Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,"Financial Year (Apr - Mar), 2020",71,10,2,,,1,1
India,The Dadra and Nagar Haveli and Daman and Diu,Daman,"Financial Year (Apr - Mar), 2020",20,3,1,,,0,1
India,The Dadra and Nagar Haveli and Daman and Diu,Diu,"Financial Year (Apr - Mar), 2020",6,1,1,,,0,1
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2020",121,16,2,,,3,1
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2020",145,11,3,,,2,1
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2020",104,10,1,,,1,1
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2020",99,15,3,,,1,1
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2020",142,15,4,,,2,0
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2020",147,18,5,,,2,1
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2020",70,11,1,,,1,1
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2020",171,20,3,,,0,1
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2020",395,73,18,,,0,2
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2020",333,53,13,,,0,4
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2020",272,28,10,,,0,1
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2020",213,30,13,,,0,0
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2020",175,32,8,,,0,2
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2020",165,26,7,,,0,2
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2020",255,34,12,,,0,4
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2020",493,75,19,,,0,4
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2020",200,24,7,,,0,1
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2020",320,56,14,,,0,2
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2020",215,26,9,,,0,3
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2020",277,52,4,,,0,2
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2020",350,57,19,,,0,3
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2020",411,71,16,,,0,2
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2020",273,41,14,,,0,3
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2020",161,17,6,,,0,2
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2020",343,62,11,,,0,2
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2020",291,55,10,,,0,2
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2020",344,71,10,,,0,4
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2020",248,30,4,,,0,4
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2020",134,28,6,,,0,1
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2020",320,76,16,,,0,2
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2020",191,34,4,,,0,2
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2020",192,31,8,,,0,3
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2020",321,47,11,,,0,2
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2020",220,71,5,,,0,3
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2020",128,37,5,,,0,2
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2020",146,66,4,,,0,3
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2020",418,60,17,,,0,2
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2020",322,52,16,,,0,2
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2020",529,85,15,,,0,2
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2020",214,41,4,,,0,2
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2020",176,26,6,,,0,1
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2020",433,50,19,,,0,2
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2020",194,27,7,,,0,2
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2020",286,41,7,,,0,2
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2020",507,83,22,,,0,2
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2020",338,45,12,,,0,2
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2020",191,35,11,,,0,2
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2020",240,30,8,,,0,2
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2020",390,92,10,,,0,5
India,Uttar Pradesh,Kasganj,"Financial Year (Apr - Mar), 2020",170,31,7,,,0,1
India,Uttar Pradesh,Kaushambi,"Financial Year (Apr - Mar), 2020",175,34,5,,,0,1
India,Uttar Pradesh,Kheri,"Financial Year (Apr - Mar), 2020",386,59,15,,,0,2
India,Uttar Pradesh,Kushi Nagar,"Financial Year (Apr - Mar), 2020",368,55,16,,,0,1
India,Uttar Pradesh,Lalitpur,"Financial Year (Apr - Mar), 2020",197,27,4,,,0,2
India,Uttar Pradesh,Lucknow,"Financial Year (Apr - Mar), 2020",306,78,19,,,0,9
India,Uttar Pradesh,Mahoba,"Financial Year (Apr - Mar), 2020",150,16,5,,,0,2
India,Uttar Pradesh,Mahrajganj,"Financial Year (Apr - Mar), 2020",291,40,12,,,0,1
India,Uttar Pradesh,Mainpuri,"Financial Year (Apr - Mar), 2020",206,46,10,,,0,2
India,Uttar Pradesh,Mathura,"Financial Year (Apr - Mar), 2020",205,34,12,,,0,3
India,Uttar Pradesh,Mau,"Financial Year (Apr - Mar), 2020",225,43,6,,,0,2
India,Uttar Pradesh,Meerut,"Financial Year (Apr - Mar), 2020",280,57,12,,,0,2
India,Uttar Pradesh,Mirzapur,"Financial Year (Apr - Mar), 2020",263,39,16,,,0,2
India,Uttar Pradesh,Moradabad,"Financial Year (Apr - Mar), 2020",267,56,7,,,0,2
India,Uttar Pradesh,Muzaffarnagar,"Financial Year (Apr - Mar), 2020",286,47,7,,,0,2
India,Uttar Pradesh,Pilibhit,"Financial Year (Apr - Mar), 2020",199,31,6,,,0,2
India,Uttar Pradesh,Pratapgarh,"Financial Year (Apr - Mar), 2020",355,60,21,,,0,2
India,Uttar Pradesh,Prayagraj,"Financial Year (Apr - Mar), 2020",562,86,20,,,0,5
India,Uttar Pradesh,Rae Bareli,"Financial Year (Apr - Mar), 2020",352,51,19,,,0,2
India,Uttar Pradesh,Rampur,"Financial Year (Apr - Mar), 2020",211,35,5,,,0,2
India,Uttar Pradesh,Saharanpur,"Financial Year (Apr - Mar), 2020",364,62,21,,,0,2
India,Uttar Pradesh,Sambhal,"Financial Year (Apr - Mar), 2020",214,31,10,,,0,1
India,Uttar Pradesh,Sant Kabir Nagar,"Financial Year (Apr - Mar), 2020",185,23,4,,,0,1
India,Uttar Pradesh,Shahjahanpur,"Financial Year (Apr - Mar), 2020",298,47,17,,,0,2
India,Uttar Pradesh,Shamli,"Financial Year (Apr - Mar), 2020",135,26,7,,,0,1
India,Uttar Pradesh,Shrawasti,"Financial Year (Apr - Mar), 2020",125,12,6,,,0,1
India,Uttar Pradesh,Siddharth Nagar,"Financial Year (Apr - Mar), 2020",278,64,8,,,0,1
India,Uttar Pradesh,Sitapur,"Financial Year (Apr - Mar), 2020",471,66,19,,,0,2
India,Uttar Pradesh,Sonbhadra,"Financial Year (Apr - Mar), 2020",173,31,7,,,0,2
India,Uttar Pradesh,Sultanpur,"Financial Year (Apr - Mar), 2020",244,45,14,,,0,2
India,Uttar Pradesh,Unknown Districts Of India,"Financial Year (Apr - Mar), 2020",367,81,9,,,0,2
India,Uttar Pradesh,Unnao,"Financial Year (Apr - Mar), 2020",357,48,13,,,0,2
India,Uttar Pradesh,Varanasi,"Financial Year (Apr - Mar), 2020",320,51,12,,,0,4
India,Uttarakhand,Almora,"Financial Year (Apr - Mar), 2020",203,26,9,,,2,1
India,Uttarakhand,Bageshwar,"Financial Year (Apr - Mar), 2020",87,13,3,,,0,1
India,Uttarakhand,Chamoli,"Financial Year (Apr - Mar), 2020",111,12,5,,,1,1
India,Uttarakhand,Champawat,"Financial Year (Apr - Mar), 2020",66,10,2,,,1,1
India,Uttarakhand,Dehradun,"Financial Year (Apr - Mar), 2020",181,31,5,,,4,1
India,Uttarakhand,Haridwar,"Financial Year (Apr - Mar), 2020",160,41,8,,,2,1
India,Uttarakhand,Nainital,"Financial Year (Apr - Mar), 2020",136,20,8,,,4,1
