Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Bihar,Vaishali,"Financial Year (Apr - Mar), 2020",337,52,7,,,1,1
India,Chandigarh,Chandigarh,"Financial Year (Apr - Mar), 2020",0,43,2,,,1,1
India,Chhattisgarh,Balod,"Financial Year (Apr - Mar), 2020",196,30,6,,,0,1
India,Chhattisgarh,Balodabazar-Bhatapara,"Financial Year (Apr - Mar), 2020",219,31,6,,,1,1
India,Chhattisgarh,Balrampur Ramanujganj,"Financial Year (Apr - Mar), 2020",192,28,5,,,0,1
India,Chhattisgarh,Bastar,"Financial Year (Apr - Mar), 2020",243,39,7,,,1,1
India,Chhattisgarh,Bemetara,"Financial Year (Apr - Mar), 2020",127,20,4,,,1,1
India,Chhattisgarh,Bijapur,"Financial Year (Apr - Mar), 2020",77,10,5,,,0,1
India,Chhattisgarh,Bilaspur,"Financial Year (Apr - Mar), 2020",230,44,5,,,0,1
India,Chhattisgarh,Dhamtari,"Financial Year (Apr - Mar), 2020",182,26,4,,,1,1
India,Chhattisgarh,Durg,"Financial Year (Apr - Mar), 2020",221,30,8,,,1,1
India,Chhattisgarh,Gariyaband,"Financial Year (Apr - Mar), 2020",198,16,5,,,1,1
India,Chhattisgarh,Gaurela Pendra Marwahi,"Financial Year (Apr - Mar), 2020",76,15,3,,,0,1
India,Chhattisgarh,Janjgir-Champa,"Financial Year (Apr - Mar), 2020",273,47,11,,,1,1
India,Chhattisgarh,Jashpur,"Financial Year (Apr - Mar), 2020",259,34,8,,,0,1
India,Chhattisgarh,Kabeerdham,"Financial Year (Apr - Mar), 2020",145,25,6,,,0,1
India,Chhattisgarh,Kondagaon,"Financial Year (Apr - Mar), 2020",173,22,6,,,0,1
India,Chhattisgarh,Korba,"Financial Year (Apr - Mar), 2020",285,39,6,,,0,1
India,Chhattisgarh,Korea,"Financial Year (Apr - Mar), 2020",196,31,5,,,0,1
India,Chhattisgarh,Mahasamund,"Financial Year (Apr - Mar), 2020",227,31,5,,,0,1
India,Chhattisgarh,Mungeli,"Financial Year (Apr - Mar), 2020",124,29,3,,,0,1
India,Chhattisgarh,Narayanpur,"Financial Year (Apr - Mar), 2020",63,8,1,,,0,1
India,Chhattisgarh,Raigarh,"Financial Year (Apr - Mar), 2020",350,55,10,,,2,1
India,Chhattisgarh,Raipur,"Financial Year (Apr - Mar), 2020",275,36,10,,,1,1
India,Chhattisgarh,Rajnandgaon,"Financial Year (Apr - Mar), 2020",332,51,10,,,1,0
India,Chhattisgarh,Sukma,"Financial Year (Apr - Mar), 2020",85,13,3,,,0,1
India,Chhattisgarh,Surajpur,"Financial Year (Apr - Mar), 2020",209,36,9,,,0,1
India,Chhattisgarh,Surguja,"Financial Year (Apr - Mar), 2020",204,28,6,,,0,0
India,Chhattisgarh,Unknown Districts Of India,"Financial Year (Apr - Mar), 2020",76,13,4,,,0,1
India,Chhattisgarh,Uttar Bastar Kanker,"Financial Year (Apr - Mar), 2020",248,34,8,,,1,1
India,Delhi,Central,"Financial Year (Apr - Mar), 2020",1,76,0,,,4,6
India,Delhi,East,"Financial Year (Apr - Mar), 2020",0,33,0,,,0,2
India,Delhi,New Delhi,"Financial Year (Apr - Mar), 2020",1,77,0,,,3,4
India,Delhi,North,"Financial Year (Apr - Mar), 2020",0,38,0,,,0,3
India,Delhi,North East,"Financial Year (Apr - Mar), 2020",0,29,0,,,0,1
India,Delhi,North West,"Financial Year (Apr - Mar), 2020",1,64,0,,,1,5
India,Delhi,Shahdara,"Financial Year (Apr - Mar), 2020",0,34,0,,,0,5
India,Delhi,South,"Financial Year (Apr - Mar), 2020",0,36,0,,,0,1
India,Delhi,South East,"Financial Year (Apr - Mar), 2020",0,46,0,,,0,1
India,Delhi,South West,"Financial Year (Apr - Mar), 2020",12,43,0,,,0,4
India,Delhi,West,"Financial Year (Apr - Mar), 2020",0,73,0,,,1,5
India,Goa,North Goa,"Financial Year (Apr - Mar), 2020",114,12,4,,,0,1
India,Goa,South Goa,"Financial Year (Apr - Mar), 2020",105,15,2,,,2,1
India,Gujarat,Ahmadabad,"Financial Year (Apr - Mar), 2020",211,120,16,,,3,0
India,Gujarat,Amreli,"Financial Year (Apr - Mar), 2020",248,44,12,,,3,0
India,Gujarat,Arvalli,"Financial Year (Apr - Mar), 2020",219,38,10,,,1,0
India,Gujarat,Banas Kantha,"Financial Year (Apr - Mar), 2020",759,125,26,,,4,0
India,Gujarat,Bharuch,"Financial Year (Apr - Mar), 2020",241,46,9,,,1,1
India,Gujarat,Bhavnagar,"Financial Year (Apr - Mar), 2020",299,65,13,,,2,0
India,Gujarat,Botad,"Financial Year (Apr - Mar), 2020",95,19,5,,,0,1
India,Gujarat,Chhotaudepur,"Financial Year (Apr - Mar), 2020",310,51,12,,,0,1
India,Gujarat,Dang,"Financial Year (Apr - Mar), 2020",68,10,3,,,0,1
India,Gujarat,Dohad,"Financial Year (Apr - Mar), 2020",637,99,20,,,2,0
India,Gujarat,Gandhinagar,"Financial Year (Apr - Mar), 2020",172,36,9,,,1,0
India,Gujarat,Gir Somnath,"Financial Year (Apr - Mar), 2020",174,33,7,,,1,1
India,Gujarat,Jamnagar,"Financial Year (Apr - Mar), 2020",210,45,9,,,0,0
India,Gujarat,Junagadh,"Financial Year (Apr - Mar), 2020",237,46,9,,,1,0
India,Gujarat,Kachchh,"Financial Year (Apr - Mar), 2020",442,77,16,,,3,0
India,Gujarat,Kheda,"Financial Year (Apr - Mar), 2020",316,58,14,,,2,1
India,Gujarat,Mahesana,"Financial Year (Apr - Mar), 2020",295,63,13,,,3,1
India,Gujarat,Mahisagar,"Financial Year (Apr - Mar), 2020",225,36,8,,,1,1
India,Gujarat,Morbi,"Financial Year (Apr - Mar), 2020",198,35,5,,,2,1
India,Gujarat,Narmada,"Financial Year (Apr - Mar), 2020",174,28,3,,,2,1
India,Gujarat,Navsari,"Financial Year (Apr - Mar), 2020",296,50,11,,,3,1
India,Gujarat,Panch Mahals,"Financial Year (Apr - Mar), 2020",300,54,12,,,1,1
India,Gujarat,Patan,"Financial Year (Apr - Mar), 2020",326,55,14,,,2,0
India,Gujarat,Porbandar,"Financial Year (Apr - Mar), 2020",84,17,4,,,0,1
India,Gujarat,Rajkot,"Financial Year (Apr - Mar), 2020",347,82,12,,,5,1
India,Gujarat,Sabar Kantha,"Financial Year (Apr - Mar), 2020",281,49,12,,,2,0
India,Gujarat,Surat,"Financial Year (Apr - Mar), 2020",358,102,20,,,2,0
India,Gujarat,Surendranagar,"Financial Year (Apr - Mar), 2020",348,56,12,,,2,1
India,Gujarat,Tapi,"Financial Year (Apr - Mar), 2020",241,39,6,,,2,1
India,Gujarat,Unknown Districts Of India,"Financial Year (Apr - Mar), 2020",169,25,4,,,1,1
India,Gujarat,Vadodara,"Financial Year (Apr - Mar), 2020",242,77,10,,,0,1
India,Gujarat,Valsad,"Financial Year (Apr - Mar), 2020",363,58,10,,,2,0
India,Haryana,Ambala,"Financial Year (Apr - Mar), 2020",106,22,4,,,2,1
India,Haryana,Bhiwani,"Financial Year (Apr - Mar), 2020",139,26,6,,,3,1
India,Haryana,Charki Dadri,"Financial Year (Apr - Mar), 2020",76,12,3,,,0,1
India,Haryana,Faridabad,"Financial Year (Apr - Mar), 2020",61,25,8,,,1,1
India,Haryana,Fatehabad,"Financial Year (Apr - Mar), 2020",131,21,5,,,1,1
India,Haryana,Gurugram,"Financial Year (Apr - Mar), 2020",80,29,3,,,2,1
India,Haryana,Hisar,"Financial Year (Apr - Mar), 2020",198,31,10,,,2,1
India,Haryana,Jhajjar,"Financial Year (Apr - Mar), 2020",134,29,6,,,2,1
India,Haryana,Jind,"Financial Year (Apr - Mar), 2020",170,27,7,,,3,1
India,Haryana,Kaithal,"Financial Year (Apr - Mar), 2020",144,24,6,,,0,1
India,Haryana,Karnal,"Financial Year (Apr - Mar), 2020",146,25,6,,,1,1
India,Haryana,Kurukshetra,"Financial Year (Apr - Mar), 2020",117,18,6,,,0,1
India,Haryana,Mahendragarh,"Financial Year (Apr - Mar), 2020",137,18,7,,,1,1
India,Haryana,Nuh,"Financial Year (Apr - Mar), 2020",94,16,4,,,0,1
India,Haryana,Palwal,"Financial Year (Apr - Mar), 2020",95,18,7,,,0,1
India,Haryana,Panchkula,"Financial Year (Apr - Mar), 2020",46,9,3,,,0,1
India,Haryana,Panipat,"Financial Year (Apr - Mar), 2020",89,18,9,,,1,1
India,Haryana,Rewari,"Financial Year (Apr - Mar), 2020",114,16,5,,,1,1
India,Haryana,Rohtak,"Financial Year (Apr - Mar), 2020",116,20,8,,,0,1
India,Haryana,Sonipat,"Financial Year (Apr - Mar), 2020",164,33,9,,,1,1
India,Haryana,Yamunanagar,"Financial Year (Apr - Mar), 2020",113,19,7,,,1,1
India,Himachal Pradesh,Bilaspur,"Financial Year (Apr - Mar), 2020",123,38,8,,,3,1
India,Himachal Pradesh,Chamba,"Financial Year (Apr - Mar), 2020",177,44,5,,,6,0
India,Himachal Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2020",152,32,2,,,5,0
India,Himachal Pradesh,Kangra,"Financial Year (Apr - Mar), 2020",449,85,19,,,22,1
India,Himachal Pradesh,Kinnaur,"Financial Year (Apr - Mar), 2020",35,23,4,,,1,1
India,Himachal Pradesh,Kullu,"Financial Year (Apr - Mar), 2020",99,23,5,,,4,1
India,Himachal Pradesh,Lahul and Spiti,"Financial Year (Apr - Mar), 2020",36,16,3,,,0,1
India,Himachal Pradesh,Mandi,"Financial Year (Apr - Mar), 2020",334,85,13,,,13,1
India,Himachal Pradesh,Shimla,"Financial Year (Apr - Mar), 2020",245,115,17,,,12,1
India,Himachal Pradesh,Sirmaur,"Financial Year (Apr - Mar), 2020",147,46,6,,,5,0
India,Himachal Pradesh,Solan,"Financial Year (Apr - Mar), 2020",182,42,7,,,7,1
India,Himachal Pradesh,Una,"Financial Year (Apr - Mar), 2020",136,23,9,,,5,1
India,Jammu and Kashmir,Anantnag,"Financial Year (Apr - Mar), 2020",139,65,5,,,0,0
India,Jammu and Kashmir,Bandipora,"Financial Year (Apr - Mar), 2020",71,27,3,,,0,1
India,Jammu and Kashmir,Baramulla,"Financial Year (Apr - Mar), 2020",188,86,7,,,0,0
India,Jammu and Kashmir,Budgam,"Financial Year (Apr - Mar), 2020",136,70,9,,,0,1
India,Jammu and Kashmir,Doda,"Financial Year (Apr - Mar), 2020",163,42,3,,,0,0
India,Jammu and Kashmir,Ganderbal,"Financial Year (Apr - Mar), 2020",60,30,1,,,0,1
India,Jammu and Kashmir,Jammu,"Financial Year (Apr - Mar), 2020",162,101,9,,,0,2
India,Jammu and Kashmir,Kathua,"Financial Year (Apr - Mar), 2020",185,53,5,,,0,0
India,Jammu and Kashmir,Kishtwar,"Financial Year (Apr - Mar), 2020",87,26,1,,,0,1
India,Jammu and Kashmir,Kulgam,"Financial Year (Apr - Mar), 2020",118,45,3,,,0,1
India,Jammu and Kashmir,Kupwara,"Financial Year (Apr - Mar), 2020",233,63,7,,,0,1
India,Jammu and Kashmir,Poonch,"Financial Year (Apr - Mar), 2020",137,44,3,,,0,1
India,Jammu and Kashmir,Pulwama,"Financial Year (Apr - Mar), 2020",97,47,3,,,0,1
India,Jammu and Kashmir,Rajouri,"Financial Year (Apr - Mar), 2020",197,55,7,,,0,0
India,Jammu and Kashmir,Ramban,"Financial Year (Apr - Mar), 2020",85,31,3,,,0,1
India,Jammu and Kashmir,Reasi,"Financial Year (Apr - Mar), 2020",103,33,2,,,0,1
India,Jammu and Kashmir,Samba,"Financial Year (Apr - Mar), 2020",82,21,3,,,0,1
India,Jammu and Kashmir,Shopian,"Financial Year (Apr - Mar), 2020",57,16,2,,,0,1
India,Jammu and Kashmir,Srinagar,"Financial Year (Apr - Mar), 2020",25,69,1,,,0,1
India,Jammu and Kashmir,Udhampur,"Financial Year (Apr - Mar), 2020",146,49,2,,,0,1
India,Jharkhand,Bokaro,"Financial Year (Apr - Mar), 2020",115,20,8,,,3,1
India,Jharkhand,Chatra,"Financial Year (Apr - Mar), 2020",93,9,5,,,0,1
India,Jharkhand,Deoghar,"Financial Year (Apr - Mar), 2020",180,8,7,,,1,1
India,Jharkhand,Dhanbad,"Financial Year (Apr - Mar), 2020",140,33,9,,,0,0
India,Jharkhand,Dumka,"Financial Year (Apr - Mar), 2020",248,35,10,,,0,0
India,Jharkhand,East Singhbum,"Financial Year (Apr - Mar), 2020",117,11,6,,,1,1
India,Jharkhand,Garhwa,"Financial Year (Apr - Mar), 2020",179,17,11,,,1,1
India,Jharkhand,Giridih,"Financial Year (Apr - Mar), 2020",181,10,7,,,0,1
India,Jharkhand,Godda,"Financial Year (Apr - Mar), 2020",243,2,10,,,0,1
India,Jharkhand,Gumla,"Financial Year (Apr - Mar), 2020",140,16,8,,,0,1
India,Jharkhand,Hazaribagh,"Financial Year (Apr - Mar), 2020",129,13,4,,,0,1
India,Jharkhand,Jamtara,"Financial Year (Apr - Mar), 2020",108,5,5,,,0,1
India,Jharkhand,Khunti,"Financial Year (Apr - Mar), 2020",65,8,4,,,0,1
India,Jharkhand,Koderma,"Financial Year (Apr - Mar), 2020",97,7,6,,,0,1
India,Jharkhand,Latehar,"Financial Year (Apr - Mar), 2020",74,7,4,,,0,1
India,Jharkhand,Lohardaga,"Financial Year (Apr - Mar), 2020",121,10,5,,,0,1
India,Jharkhand,Pakur,"Financial Year (Apr - Mar), 2020",171,24,7,,,2,1
India,Jharkhand,Palamu,"Financial Year (Apr - Mar), 2020",343,16,13,,,1,1
India,Jharkhand,Ramgarh,"Financial Year (Apr - Mar), 2020",243,25,11,,,1,1
India,Jharkhand,Ranchi,"Financial Year (Apr - Mar), 2020",54,8,4,,,1,1
India,Jharkhand,Sahebganj,"Financial Year (Apr - Mar), 2020",324,34,14,,,1,1
India,Jharkhand,Saraikela Kharsawan,"Financial Year (Apr - Mar), 2020",136,12,6,,,0,1
India,Jharkhand,Simdega,"Financial Year (Apr - Mar), 2020",192,13,6,,,0,1
India,Jharkhand,West Singhbhum,"Financial Year (Apr - Mar), 2020",155,7,6,,,1,1
India,Karnataka,Bagalkote,"Financial Year (Apr - Mar), 2020",233,55,8,,,5,0
India,Karnataka,Ballari,"Financial Year (Apr - Mar), 2020",350,92,13,,,7,1
India,Karnataka,Belagavi,"Financial Year (Apr - Mar), 2020",621,153,16,,,9,1
India,Karnataka,Bengaluru Rural,"Financial Year (Apr - Mar), 2020",199,50,2,,,4,0
India,Karnataka,Bengaluru Urban,"Financial Year (Apr - Mar), 2020",279,203,11,,,4,0
India,Karnataka,Bidar,"Financial Year (Apr - Mar), 2020",275,58,8,,,4,1
India,Karnataka,Chikkaballapura,"Financial Year (Apr - Mar), 2020",203,61,2,,,5,1
India,Karnataka,Chikkamagaluru,"Financial Year (Apr - Mar), 2020",367,91,5,,,6,1
India,Karnataka,Chitradurga,"Financial Year (Apr - Mar), 2020",343,86,11,,,5,1
India,Karnataka,Dakshina Kannada,"Financial Year (Apr - Mar), 2020",430,77,8,,,4,2
India,Karnataka,Davangere,"Financial Year (Apr - Mar), 2020",268,90,4,,,4,0
India,Karnataka,Dharwad,"Financial Year (Apr - Mar), 2020",185,53,0,,,3,0
India,Karnataka,Gadag,"Financial Year (Apr - Mar), 2020",190,42,2,,,4,2
India,Karnataka,Hassan,"Financial Year (Apr - Mar), 2020",486,138,15,,,7,0
India,Karnataka,Haveri,"Financial Year (Apr - Mar), 2020",310,72,5,,,6,1
India,Karnataka,Kalaburagi,"Financial Year (Apr - Mar), 2020",335,102,16,,,6,0
India,Karnataka,Kodagu,"Financial Year (Apr - Mar), 2020",196,30,7,,,2,1
India,Karnataka,Kolar,"Financial Year (Apr - Mar), 2020",266,68,2,,,5,0
India,Karnataka,Koppal,"Financial Year (Apr - Mar), 2020",176,48,9,,,3,1
India,Karnataka,Mandya,"Financial Year (Apr - Mar), 2020",410,116,10,,,6,0
India,Karnataka,Mysuru,"Financial Year (Apr - Mar), 2020",510,147,10,,,6,3
India,Karnataka,Raichur,"Financial Year (Apr - Mar), 2020",213,57,6,,,4,1
India,Karnataka,Ramanagara,"Financial Year (Apr - Mar), 2020",252,65,4,,,3,0
India,Karnataka,Shivamogga,"Financial Year (Apr - Mar), 2020",357,108,7,,,7,1
India,Karnataka,Tumakuru,"Financial Year (Apr - Mar), 2020",572,150,4,,,10,1
India,Karnataka,Udupi,"Financial Year (Apr - Mar), 2020",336,62,6,,,2,1
India,Karnataka,Uttara Kannada,"Financial Year (Apr - Mar), 2020",344,85,3,,,10,1
India,Karnataka,Vijayapura,"Financial Year (Apr - Mar), 2020",311,66,9,,,4,0
India,Karnataka,Yadgir,"Financial Year (Apr - Mar), 2020",169,44,6,,,2,1
India,Kerala,Alappuzha,"Financial Year (Apr - Mar), 2020",366,65,16,,,6,4
India,Kerala,Ernakulam,"Financial Year (Apr - Mar), 2020",410,90,23,,,11,4
India,Kerala,Idukki,"Financial Year (Apr - Mar), 2020",309,41,13,,,4,2
India,Kerala,Kannur,"Financial Year (Apr - Mar), 2020",415,86,12,,,9,3
India,Kerala,Kasaragod,"Financial Year (Apr - Mar), 2020",247,43,6,,,5,2
India,Kerala,Kollam,"Financial Year (Apr - Mar), 2020",421,62,16,,,9,2
India,Kerala,Kottayam,"Financial Year (Apr - Mar), 2020",333,59,20,,,3,5
India,Kerala,Kozhikode,"Financial Year (Apr - Mar), 2020",413,75,16,,,7,3
India,Kerala,Malappuram,"Financial Year (Apr - Mar), 2020",578,97,21,,,7,4
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2020",502,81,19,,,6,3
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2020",261,45,12,,,4,3
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2020",487,71,22,,,8,7
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2020",471,86,24,,,6,3
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2020",201,23,9,,,2,2
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2020",150,16,4,,,0,1
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2020",139,16,3,,,0,1
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2020",7,4,3,,,2,1
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2020",77,6,1,,,2,1
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2020",185,15,7,,,0,1
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2020",164,22,8,,,0,1
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2020",133,11,2,,,2,1
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2020",295,40,7,,,3,1
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2020",330,30,8,,,2,1
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2020",323,38,9,,,1,1
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2020",207,28,6,,,2,1
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2020",65,53,2,,,3,1
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2020",235,41,10,,,0,1
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2020",334,69,11,,,4,1
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2020",175,19,6,,,1,1
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2020",110,12,4,,,1,1
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2020",205,28,6,,,3,1
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2020",473,52,11,,,4,1
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2020",190,24,7,,,0,1
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2020",161,19,5,,,1,1
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2020",119,50,3,,,3,1
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2020",80,7,4,,,0,1
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2020",113,58,6,,,4,1
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2020",178,54,7,,,1,1
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2020",291,21,5,,,2,1
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2020",162,24,6,,,1,1
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2020",180,32,7,,,1,1
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2020",317,61,10,,,2,1
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2020",272,34,8,,,1,1
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2020",177,40,7,,,2,1
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2020",236,25,6,,,4,1
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2020",153,19,6,,,2,1
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2020",136,23,7,,,1,1
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2020",104,18,3,,,2,1
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2020",62,8,2,,,0,0
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2020",156,17,6,,,0,1
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2020",185,24,6,,,5,1
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2020",213,28,5,,,4,1
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2020",195,34,6,,,2,1
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2020",315,43,9,,,3,1
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2020",263,41,10,,,3,1
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2020",310,54,9,,,2,1
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2020",162,25,7,,,3,1
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2020",280,37,5,,,3,1
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2020",229,32,7,,,1,1
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2020",115,18,4,,,3,1
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2020",106,13,3,,,0,1
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2020",254,18,9,,,0,1
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2020",194,28,6,,,0,1
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2020",206,16,7,,,0,1
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2020",146,15,5,,,0,1
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2020",208,37,5,,,6,1
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2020",113,14,3,,,0,1
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2020",199,27,7,,,2,1
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2020",565,106,23,,,2,1
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2020",179,42,5,,,1,0
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2020",339,75,10,,,4,1
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2020",297,57,10,,,3,1
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2020",193,34,7,,,2,1
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2020",280,58,12,,,1,2
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2020",279,73,10,,,3,1
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2020",211,46,6,,,4,1
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2020",232,47,5,,,2,1
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2020",376,48,9,,,3,1
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2020",258,41,10,,,1,0
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2020",132,27,3,,,2,1
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2020",443,95,17,,,3,0
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2020",218,44,9,,,1,1
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2020",413,92,18,,,4,0
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2020",252,56,10,,,1,0
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2020",0,37,0,,,0,0
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2020",316,84,10,,,2,0
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2020",379,76,13,,,4,1
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2020",293,61,12,,,2,0
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2020",592,153,24,,,6,1
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2020",314,69,13,,,3,0
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2020",215,38,6,,,2,1
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2020",545,192,40,,,5,1
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2020",288,60,8,,,6,1
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2020",378,70,8,,,3,1
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2020",320,70,15,,,2,0
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2020",401,76,15,,,2,1
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2020",248,38,7,,,3,1
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2020",427,95,16,,,3,0
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2020",176,138,13,,,3,1
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2020",0,97,0,,,0,0
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2020",181,32,8,,,2,1
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2020",150,27,6,,,1,1
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2020",444,69,14,,,3,0
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2020",33,7,2,,,0,1
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2020",15,2,1,,,0,1
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2020",52,7,0,,,0,1
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2020",43,14,1,,,0,0
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2020",52,12,2,,,0,0
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2020",6,1,1,,,0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2020",13,6,2,,,0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2020",21,2,1,,,0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2020",35,6,1,,,0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2020",15,3,1,,,0,0
